name,path,llava_resp,[Q1],[Q2],[Q3],[Q4],[Q5],[Q6],[Q7],predict,actual
covid_memes_1844.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1844.png,"[Q1]: The meme contains a picture of a woman pointing and the words ""virus joke"" written above it.
[Q2]: The text is pointing at the woman and saying ""virus joke"" which implies that the joke is about the virus.
[Q3]: Yes, the meme is a stitching image of a woman pointing at the camera.
[Q4]: No.
[Q5]: No.
[Q6]: The intended impact of the meme is to be funny and entertaining.
[Q7]: Non-harmful."," The meme contains a picture of a woman pointing and the words ""virus joke"" written above it."," The text is pointing at the woman and saying ""virus joke"" which implies that the joke is about the virus."," Yes, the meme is a stitching image of a woman pointing at the camera.", No., No., The intended impact of the meme is to be funny and entertaining., Non-harmful.,0,0
covid_memes_1863.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1863.png,"[Q1]: The meme contains a yellow circle with black text and a red circle with black text.
[Q2]: The text in the yellow circle says ""It shouldn't take Covid-19... But it did!"" and the text in the red circle says ""Action Demand Immigration Reform.""
[Q3]: No
[Q4]: No
[Q5]: No
[Q6]: The intended impact of the meme is to raise awareness about the need for immigration reform and to encourage action to demand such reform.
[Q7]: Harmful", The meme contains a yellow circle with black text and a red circle with black text.," The text in the yellow circle says ""It shouldn't take Covid-19... But it did!"" and the text in the red circle says ""Action Demand Immigration Reform.""", No, No, No, The intended impact of the meme is to raise awareness about the need for immigration reform and to encourage action to demand such reform., Harmful,1,0
covid_memes_1865.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1865.png,"[Q1]: The meme features a woman holding a plate of fruit, with a message about fruit and diet.
[Q2]: The text is related to the image, suggesting that the woman is promoting a healthy diet by consuming fruit.
[Q3]: No, the meme is not a stitching image.
[Q4]: No, the meme does not use any of the listed propaganda techniques.
[Q5]: No, the meme does not use any of the listed propaganda techniques.
[Q6]: The intended impact of the meme is to promote a healthy diet by consuming fruit.
[Q7]: Non-harmful."," The meme features a woman holding a plate of fruit, with a message about fruit and diet."," The text is related to the image, suggesting that the woman is promoting a healthy diet by consuming fruit."," No, the meme is not a stitching image."," No, the meme does not use any of the listed propaganda techniques."," No, the meme does not use any of the listed propaganda techniques.", The intended impact of the meme is to promote a healthy diet by consuming fruit., Non-harmful.,0,0
covid_memes_1867.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1867.png,"[Q1]: The meme contains a cartoon of a person with a caption.
[Q2]: The text is related to the image, describing the person's actions and thoughts.
[Q3]: No
[Q4]: No
[Q5]: No
[Q6]: The intended impact of the meme is to entertain and make people laugh.
[Q7]: Non-harmful", The meme contains a cartoon of a person with a caption.," The text is related to the image, describing the person's actions and thoughts.", No, No, No, The intended impact of the meme is to entertain and make people laugh., Non-harmful,0,0
covid_memes_1871.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1871.png,"[Q1]: The meme is a Barbie doll with a message that says ""Finally a realistic Barbie.""
[Q2]: The text is a play on words, suggesting that the Barbie doll is more realistic than the typical Barbie doll.
[Q3]: No.
[Q4]: No.
[Q5]: No.
[Q6]: The intended impact of the meme is to make people laugh and see the humor in the play on words.
[Q7]: Non-harmful."," The meme is a Barbie doll with a message that says ""Finally a realistic Barbie."""," The text is a play on words, suggesting that the Barbie doll is more realistic than the typical Barbie doll.", No., No., No., The intended impact of the meme is to make people laugh and see the humor in the play on words., Non-harmful.,0,0
covid_memes_1873.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1873.png,"[Q1]: The meme contains a picture of a man and the words ""Gen X.""
[Q2]: The explicit relationship between the text and image is that the image represents a person from the Gen X generation, and the text labels them as such.
[Q3]: No, the meme is not a stitching image.
[Q4]: No, the meme does not use any of the listed propaganda techniques.
[Q5]: No, the meme does not use any of the listed propaganda techniques.
[Q6]: The intended impact of the meme is to identify and label individuals as part of the Gen X generation.
[Q7]: Non-harmful."," The meme contains a picture of a man and the words ""Gen X."""," The explicit relationship between the text and image is that the image represents a person from the Gen X generation, and the text labels them as such."," No, the meme is not a stitching image."," No, the meme does not use any of the listed propaganda techniques."," No, the meme does not use any of the listed propaganda techniques.", The intended impact of the meme is to identify and label individuals as part of the Gen X generation., Non-harmful.,0,0
covid_memes_1875.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1875.png,"[Q1]: The meme contains a hand giving the peace sign and a green alien.
[Q2]: The text is ""Memes on Covid-19"" and the image is a hand giving the peace sign.
[Q3]: No
[Q4]: No
[Q5]: No
[Q6]: The intended impact of the meme is to entertain and share humor related to the Covid-19 pandemic.
[Q7]: Non-harmful", The meme contains a hand giving the peace sign and a green alien.," The text is ""Memes on Covid-19"" and the image is a hand giving the peace sign.", No, No, No, The intended impact of the meme is to entertain and share humor related to the Covid-19 pandemic., Non-harmful,0,0
covid_memes_1890.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1890.png,"[Q1]: The meme contains a toilet paper roll and a credit card logo.
[Q2]: The explicit relationship between the text and image is that the toilet paper roll is being used as a metaphor for the credit card.
[Q3]: No, the meme is not a stitching image.
[Q4]: No, the meme does not use any of the listed propaganda techniques.
[Q5]: No, the meme does not use any of the listed propaganda techniques.
[Q6]: The intended impact of the meme is to make a humorous comparison between the credit card and toilet paper.
[Q7]: Non-harmful.", The meme contains a toilet paper roll and a credit card logo., The explicit relationship between the text and image is that the toilet paper roll is being used as a metaphor for the credit card.," No, the meme is not a stitching image."," No, the meme does not use any of the listed propaganda techniques."," No, the meme does not use any of the listed propaganda techniques.", The intended impact of the meme is to make a humorous comparison between the credit card and toilet paper., Non-harmful.,0,0
covid_memes_1892.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1892.png,"[Q1]: A man with a black shirt and headphones on his head.
[Q2]: The image is a stitching of two different images, one of a man with headphones and the other of a man with a cell phone.
[Q3]: Yes
[Q4]: Potentially malicious
[Q5]: Loaded language, exaggeration/minimization, slogans, appeal to authority, thought-terminating cliches, repetition, obfuscation, intentional vagueness, confusion
[Q6]: The intended impact of the meme is to create a humorous or satirical commentary on the use of headphones and cell phones in public spaces.
[Q7]: Harmful", A man with a black shirt and headphones on his head.," The image is a stitching of two different images, one of a man with headphones and the other of a man with a cell phone.", Yes, Potentially malicious," Loaded language, exaggeration/minimization, slogans, appeal to authority, thought-terminating cliches, repetition, obfuscation, intentional vagueness, confusion", The intended impact of the meme is to create a humorous or satirical commentary on the use of headphones and cell phones in public spaces., Harmful,1,0
covid_memes_1893.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1893.png,"[Q1]: The meme contains a stitched image of a man wearing a face mask and a sign that says ""Wash your hands regularly.""
[Q2]: The explicit relationship between the text and image is that the text is a reminder to wash hands regularly, while the image shows a man wearing a face mask, which is a visual representation of the importance of hand hygiene.
[Q3]: Yes
[Q4]: Potentially malicious
[Q5]: The meme uses the propaganda technique of ""Appeal to authority"" by presenting the image of a man wearing a face mask as a visual representation of the importance of hand hygiene.
[Q6]: The intended impact of the meme is to promote hand hygiene and raise awareness of the importance of washing hands regularly, particularly during times of public health concerns such as the COVID-19 pandemic.
[Q7]: Harmful"," The meme contains a stitched image of a man wearing a face mask and a sign that says ""Wash your hands regularly."""," The explicit relationship between the text and image is that the text is a reminder to wash hands regularly, while the image shows a man wearing a face mask, which is a visual representation of the importance of hand hygiene.", Yes, Potentially malicious," The meme uses the propaganda technique of ""Appeal to authority"" by presenting the image of a man wearing a face mask as a visual representation of the importance of hand hygiene."," The intended impact of the meme is to promote hand hygiene and raise awareness of the importance of washing hands regularly, particularly during times of public health concerns such as the COVID-19 pandemic.", Harmful,1,0
covid_memes_1908.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1908.png,"[Q1]: The meme contains a picture of a woman and a caption that says ""my plans 3000"".
[Q2]: The explicit relationship between the text and image is that the text is a caption describing the woman in the picture.
[Q3]: No, the meme is not a stitching image.
[Q4]: No, the meme does not use any of the listed propaganda techniques.
[Q5]: No, the meme does not use any of the listed propaganda techniques.
[Q6]: The intended impact of the meme is to be humorous, as it is a play on words with the woman's caption.
[Q7]: Non-harmful."," The meme contains a picture of a woman and a caption that says ""my plans 3000"".", The explicit relationship between the text and image is that the text is a caption describing the woman in the picture.," No, the meme is not a stitching image."," No, the meme does not use any of the listed propaganda techniques."," No, the meme does not use any of the listed propaganda techniques."," The intended impact of the meme is to be humorous, as it is a play on words with the woman's caption.", Non-harmful.,0,0
covid_memes_1920.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1920.png,"[Q1]: The meme contains a text and an image of a person.
[Q2]: The text is a statement about cancelling plans, and the image is of a person.
[Q3]: No
[Q4]: No
[Q5]: No
[Q6]: The intended impact of the meme is to express a statement about cancelling plans.
[Q7]: Non-harmful", The meme contains a text and an image of a person.," The text is a statement about cancelling plans, and the image is of a person.", No, No, No, The intended impact of the meme is to express a statement about cancelling plans., Non-harmful,0,0
covid_memes_1928.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1928.png,"[Q1]: The meme contains text and images of a woman and a bowling game.
[Q2]: The text is a commentary on the woman's boredom, and the image is a stitching of a bowling game.
[Q3]: Yes
[Q4]: Potentially malicious
[Q5]: Loaded language, exaggeration/minimization, slogans, appeal to authority, thought-terminating cliches, repetition, obfuscation, intentional vagueness, confusion
[Q6]: The intended impact is to entertain and amuse the viewer, but the use of potentially malicious propaganda techniques may lead to confusion and misinterpretation.
[Q7]: Harmful", The meme contains text and images of a woman and a bowling game.," The text is a commentary on the woman's boredom, and the image is a stitching of a bowling game.", Yes, Potentially malicious," Loaded language, exaggeration/minimization, slogans, appeal to authority, thought-terminating cliches, repetition, obfuscation, intentional vagueness, confusion"," The intended impact is to entertain and amuse the viewer, but the use of potentially malicious propaganda techniques may lead to confusion and misinterpretation.", Harmful,1,0
covid_memes_1934.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1934.png,"[Q1]: The meme contains text and images about New Zealand's health experts and their decisions.
[Q2]: The text and images are related to the topic of New Zealand's health experts and their decisions.
[Q3]: No
[Q4]: No
[Q5]: No
[Q6]: The intended impact of the meme is to spread misinformation and create fear among individuals, organizations, communities, and societies.
[Q7]: Harmful", The meme contains text and images about New Zealand's health experts and their decisions., The text and images are related to the topic of New Zealand's health experts and their decisions., No, No, No," The intended impact of the meme is to spread misinformation and create fear among individuals, organizations, communities, and societies.", Harmful,1,0
covid_memes_1935.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1935.png,"[Q1]: The meme contains a graph and a text, which is related to Coronavirus.
[Q2]: The text is related to the graph and the image, which is about Coronavirus.
[Q3]: No, it is not a stitching image.
[Q4]: No, it is not using any of the propaganda techniques.
[Q5]: No, it is not using any of the propaganda techniques.
[Q6]: The intended impact of the meme is to inform and educate people about Coronavirus.
[Q7]: Non-harmful."," The meme contains a graph and a text, which is related to Coronavirus."," The text is related to the graph and the image, which is about Coronavirus."," No, it is not a stitching image."," No, it is not using any of the propaganda techniques."," No, it is not using any of the propaganda techniques.", The intended impact of the meme is to inform and educate people about Coronavirus., Non-harmful.,0,0
covid_memes_1967.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1967.png,"[Q1]: The meme contains a picture of a person with a speech bubble saying ""I'm not racist, but..."" and a smiley face.
[Q2]: The text in the speech bubble implies that the person is not racist, but the smiley face and the use of the phrase ""I'm not racist, but"" can be interpreted as a form of mocking or dismissing concerns about racism.
[Q3]: Yes
[Q4]: Potentially malicious
[Q5]: The meme uses loaded language and doublespeak to dismiss concerns about racism, which can be harmful to individuals and communities.
[Q6]: The intended impact of the meme is to mock or dismiss concerns about racism, which can be harmful to individuals and communities.
[Q7]: Harmful"," The meme contains a picture of a person with a speech bubble saying ""I'm not racist, but..."" and a smiley face."," The text in the speech bubble implies that the person is not racist, but the smiley face and the use of the phrase ""I'm not racist, but"" can be interpreted as a form of mocking or dismissing concerns about racism.", Yes, Potentially malicious," The meme uses loaded language and doublespeak to dismiss concerns about racism, which can be harmful to individuals and communities."," The intended impact of the meme is to mock or dismiss concerns about racism, which can be harmful to individuals and communities.", Harmful,1,0
covid_memes_1976.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1976.png,"Q1: The meme is a cartoon of a man holding a dog on a leash.
Q2: The text is a caption that reads ""When people discover that they happier and more productive when they work from home and the office ends.""
Q3: No
Q4: No
Q5: No
Q6: The intended impact of the meme is to make people question the traditional office setting and consider the benefits of working from home.
Q7: Non-harmful",,,,,,,,-1,0
covid_memes_1989.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1989.png,"[Q1]: The meme contains a picture of a woman and a baby, with the words ""Everyone worrying about a national lockdown due to Coronavirus like 'Oh my god what are we gonna do for two weeks locked in our homes 24/7?'""
[Q2]: The text is a humorous commentary on the concerns people have about the potential impact of a national lockdown due to the Coronavirus.
[Q3]: No
[Q4]: No
[Q5]: No
[Q6]: The intended impact of the meme is to provide a lighthearted and humorous perspective on the concerns people have about the potential impact of a national lockdown due to the Coronavirus.
[Q7]: Harmful"," The meme contains a picture of a woman and a baby, with the words ""Everyone worrying about a national lockdown due to Coronavirus like 'Oh my god what are we gonna do for two weeks locked in our homes 24/7?'""", The text is a humorous commentary on the concerns people have about the potential impact of a national lockdown due to the Coronavirus., No, No, No, The intended impact of the meme is to provide a lighthearted and humorous perspective on the concerns people have about the potential impact of a national lockdown due to the Coronavirus., Harmful,1,0
covid_memes_1990.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1990.png,"[Q1]: The meme contains a text and an image.
[Q2]: The text is related to the image, which is a meme.
[Q3]: Yes, the meme is a stitching image.
[Q4]: Potentially malicious.
[Q5]: The meme uses loaded language, exaggeration, and repetition.
[Q6]: The intended impact of the meme is to create fear and panic among individuals, organizations, communities, and societies.
[Q7]: Harmful.", The meme contains a text and an image.," The text is related to the image, which is a meme."," Yes, the meme is a stitching image.", Potentially malicious.," The meme uses loaded language, exaggeration, and repetition."," The intended impact of the meme is to create fear and panic among individuals, organizations, communities, and societies.", Harmful.,1,0
covid_memes_1992.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1992.png,"[Q1]: The meme contains a picture of a person with a caption that says ""I'm not a monster"".
[Q2]: The text in the meme is related to the image, as it is a caption that describes the person in the picture.
[Q3]: No, the meme is not a stitching image.
[Q4]: No, the meme does not use any of the listed propaganda techniques.
[Q5]: No, the meme does not use any of the listed propaganda techniques.
[Q6]: The intended impact of the meme is to convey a message of self-defense and self-empowerment.
[Q7]: Non-harmful."," The meme contains a picture of a person with a caption that says ""I'm not a monster""."," The text in the meme is related to the image, as it is a caption that describes the person in the picture."," No, the meme is not a stitching image."," No, the meme does not use any of the listed propaganda techniques."," No, the meme does not use any of the listed propaganda techniques.", The intended impact of the meme is to convey a message of self-defense and self-empowerment., Non-harmful.,0,0
covid_memes_1993.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1993.png,"[Q1]: The meme is a stitching image of two tweets, one of which is a tweet from David Attenborough.
[Q2]: The explicit relationship between the text and image is that the stitching image is combining two tweets, one of which is a tweet from David Attenborough.
[Q3]: Yes
[Q4]: Potentially malicious
[Q5]: The meme uses the propaganda technique of stitching two tweets together, which can be potentially malicious as it may create confusion and misrepresent the original content of the tweets.
[Q6]: The intended impact of the meme on individuals, organizations, communities, or societies is to create confusion and misrepresent the original content of the tweets.
[Q7]: Harmful"," The meme is a stitching image of two tweets, one of which is a tweet from David Attenborough."," The explicit relationship between the text and image is that the stitching image is combining two tweets, one of which is a tweet from David Attenborough.", Yes, Potentially malicious," The meme uses the propaganda technique of stitching two tweets together, which can be potentially malicious as it may create confusion and misrepresent the original content of the tweets."," The intended impact of the meme on individuals, organizations, communities, or societies is to create confusion and misrepresent the original content of the tweets.", Harmful,1,0
covid_memes_1997.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1997.png,"[Q1]: A photographer took pictures of people before telling them they had corona virus.
[Q2]: The text and image are related as the image shows a photographer taking pictures of people before telling them they had corona virus.
[Q3]: No
[Q4]: No
[Q5]: No
[Q6]: The intended impact of the meme is to spread fear and misinformation about the corona virus.
[Q7]: Harmful", A photographer took pictures of people before telling them they had corona virus., The text and image are related as the image shows a photographer taking pictures of people before telling them they had corona virus., No, No, No, The intended impact of the meme is to spread fear and misinformation about the corona virus., Harmful,1,0
covid_memes_2005.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_2005.png,"[Q1]: The meme contains a cartoon of a child sleeping and a dinosaur.
[Q2]: The text is written in a humorous manner, making a joke about the child being afraid of the dinosaur.
[Q3]: No, the meme is not a stitching image.
[Q4]: No, the meme does not use any of the listed propaganda techniques.
[Q5]: No, the meme does not use any of the listed propaganda techniques.
[Q6]: The intended impact of the meme is to entertain and amuse the viewer.
[Q7]: Non-harmful.", The meme contains a cartoon of a child sleeping and a dinosaur.," The text is written in a humorous manner, making a joke about the child being afraid of the dinosaur."," No, the meme is not a stitching image."," No, the meme does not use any of the listed propaganda techniques."," No, the meme does not use any of the listed propaganda techniques.", The intended impact of the meme is to entertain and amuse the viewer., Non-harmful.,0,0
covid_memes_2006.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_2006.png,"Q1: The meme contains a picture of a man in a suit and a quote about life and mortality.

Q2: The explicit relationship between the text and image is that the man in the suit is quoting a saying about life and mortality.

Q3: No, the meme is not a stitching image.

Q4: No, the meme does not use any of the listed propaganda techniques.

Q5: No, the meme does not use any of the listed propaganda techniques.

Q6: The intended impact of the meme is to provoke thought and reflection on life and mortality.

Q7: Non-harmful.",,,,,,,,-1,0
covid_memes_2031.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_2031.png,"[Q1]: The meme is a quote about schools closing for too long.
[Q2]: The text is related to the image of a vaccine.
[Q3]: Yes, the meme is a stitching image combining the text and image.
[Q4]: No.
[Q5]: No.
[Q6]: The intended impact of the meme is to make a joke about the length of school closures.
[Q7]: Non-harmful.", The meme is a quote about schools closing for too long., The text is related to the image of a vaccine.," Yes, the meme is a stitching image combining the text and image.", No., No., The intended impact of the meme is to make a joke about the length of school closures., Non-harmful.,0,0
covid_memes_2041.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_2041.png,"[Q1]: A skeleton holding a box of Twinkies.
[Q2]: The skeleton is holding a box of Twinkies and is next to a ruler.
[Q3]: Yes
[Q4]: Potentially malicious
[Q5]: Loaded language, exaggeration/minimization, slogans, appeal to authority, thought-terminating cliches, repetition, obfuscation, intentional vagueness, confusion
[Q6]: The intended impact of the meme is to create a humorous or satirical commentary on the Twinkie brand and its marketing.
[Q7]: Harmful", A skeleton holding a box of Twinkies., The skeleton is holding a box of Twinkies and is next to a ruler., Yes, Potentially malicious," Loaded language, exaggeration/minimization, slogans, appeal to authority, thought-terminating cliches, repetition, obfuscation, intentional vagueness, confusion", The intended impact of the meme is to create a humorous or satirical commentary on the Twinkie brand and its marketing., Harmful,1,0
covid_memes_2049.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_2049.png,"[Q1]: The meme contains a picture of a man with the words ""Coronavirus press conference"" and ""Patrick Bateman will be so not sanitized"".
[Q2]: The explicit relationship between the text and image is that the image is a stitching of a man's face with the words ""Coronavirus press conference"" and ""Patrick Bateman will be so not sanitized"". The text is a commentary on the situation.
[Q3]: Yes
[Q4]: Potentially malicious
[Q5]: Loaded language, exaggeration/minimization, slogans, appeal to authority, thought-terminating cliches, repetition, obfuscation, intentional vagueness, confusion
[Q6]: The intended impact of the meme is to create humor and commentary on the situation.
[Q7]: Harmful"," The meme contains a picture of a man with the words ""Coronavirus press conference"" and ""Patrick Bateman will be so not sanitized""."," The explicit relationship between the text and image is that the image is a stitching of a man's face with the words ""Coronavirus press conference"" and ""Patrick Bateman will be so not sanitized"". The text is a commentary on the situation.", Yes, Potentially malicious," Loaded language, exaggeration/minimization, slogans, appeal to authority, thought-terminating cliches, repetition, obfuscation, intentional vagueness, confusion", The intended impact of the meme is to create humor and commentary on the situation., Harmful,1,0
covid_memes_2058.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_2058.png,"[Q1]: The meme contains text and images of a woman and a bowling game.
[Q2]: The text is a joke about the woman being bored, and the image is of her playing a bowling game.
[Q3]: No
[Q4]: No
[Q5]: No
[Q6]: The intended impact of the meme is to entertain and amuse the viewer.
[Q7]: Non-harmful.", The meme contains text and images of a woman and a bowling game.," The text is a joke about the woman being bored, and the image is of her playing a bowling game.", No, No, No, The intended impact of the meme is to entertain and amuse the viewer., Non-harmful.,0,0
covid_memes_2062.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_2062.png,"[Q1]: The meme contains a picture of a man with a caption that says ""Memes on Baba Randev's Anti Covid-19 Drug Coronil Take Internet by Storm.""
[Q2]: The text in the meme is related to the image of a man with a caption that says ""Memes on Baba Randev's Anti Covid-19 Drug Coronil Take Internet by Storm.""
[Q3]: No
[Q4]: No
[Q5]: No
[Q6]: The intended impact of the meme is to spread misinformation about a drug and create a sense of humor around it.
[Q7]: Harmful"," The meme contains a picture of a man with a caption that says ""Memes on Baba Randev's Anti Covid-19 Drug Coronil Take Internet by Storm."""," The text in the meme is related to the image of a man with a caption that says ""Memes on Baba Randev's Anti Covid-19 Drug Coronil Take Internet by Storm.""", No, No, No, The intended impact of the meme is to spread misinformation about a drug and create a sense of humor around it., Harmful,1,0
covid_memes_2067.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_2067.png,"[Q1]: The meme is a series of images of a man in a hospital bed, with text describing him as a ""COVID-19 victim.""
[Q2]: The text and images are related to the man's experience with COVID-19, implying that he was hospitalized due to the virus.
[Q3]: No, the meme is not a stitching image.
[Q4]: No, the meme does not use any of the listed propaganda techniques.
[Q5]: No, the meme does not use any of the listed propaganda techniques.
[Q6]: The intended impact of the meme is to raise awareness about the seriousness of COVID-19 and the potential consequences of contracting the virus.
[Q7]: Non-harmful."," The meme is a series of images of a man in a hospital bed, with text describing him as a ""COVID-19 victim."""," The text and images are related to the man's experience with COVID-19, implying that he was hospitalized due to the virus."," No, the meme is not a stitching image."," No, the meme does not use any of the listed propaganda techniques."," No, the meme does not use any of the listed propaganda techniques.", The intended impact of the meme is to raise awareness about the seriousness of COVID-19 and the potential consequences of contracting the virus., Non-harmful.,0,0
covid_memes_222.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_222.png,"[Q1]: The meme contains a picture of a man holding a gun and a caption that says ""When I see Chinese boy coughing, remember everyone who looks like a Chinese now if they feel the plague of the black death of you. If you have a good chance, quit now. Don't expect to get the cop and get the lawyers. If you don't get it, don't expect to get the lawyers.""
[Q2]: The image and text are related in that they are both discussing the Chinese boy coughing and the potential spread of the disease. The text is a caption under the image.
[Q3]: No
[Q4]: Yes
[Q5]: Yes
[Q6]: The intended impact of the meme is to spread fear and discrimination towards Chinese people, potentially leading to harm towards individuals or communities.
[Q7]: Harmful"," The meme contains a picture of a man holding a gun and a caption that says ""When I see Chinese boy coughing, remember everyone who looks like a Chinese now if they feel the plague of the black death of you. If you have a good chance, quit now. Don't expect to get the cop and get the lawyers. If you don't get it, don't expect to get the lawyers.""", The image and text are related in that they are both discussing the Chinese boy coughing and the potential spread of the disease. The text is a caption under the image., No, Yes, Yes," The intended impact of the meme is to spread fear and discrimination towards Chinese people, potentially leading to harm towards individuals or communities.", Harmful,1,1
covid_memes_250.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_250.png,"[Q1]: The meme is a picture of a dog with a caption that says ""Every time I feel a tickle in my throat.""
[Q2]: The text is related to the image of the dog, suggesting that the dog might be feeling a tickle in its throat.
[Q3]: No, the meme is not a stitching image.
[Q4]: No, the meme does not use any of the listed propaganda techniques.
[Q5]: No, the meme does not use any of the listed propaganda techniques.
[Q6]: The intended impact of the meme is to create a humorous or relatable moment for the viewer, possibly evoking a sense of amusement or empathy.
[Q7]: Non-harmful."," The meme is a picture of a dog with a caption that says ""Every time I feel a tickle in my throat."""," The text is related to the image of the dog, suggesting that the dog might be feeling a tickle in its throat."," No, the meme is not a stitching image."," No, the meme does not use any of the listed propaganda techniques."," No, the meme does not use any of the listed propaganda techniques."," The intended impact of the meme is to create a humorous or relatable moment for the viewer, possibly evoking a sense of amusement or empathy.", Non-harmful.,0,0
covid_memes_271.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_271.png,"[Q1]: The meme contains a cartoon of Mickey Mouse and a caption that says ""products made in China"" and ""virus made in China"".
[Q2]: The text and image are related in that they are both discussing the origin of the virus and the products made in China.
[Q3]: No, the meme is not a stitching image.
[Q4]: No, the meme does not use any of the listed propaganda techniques.
[Q5]: No, the meme does not use any of the listed propaganda techniques.
[Q6]: The intended impact of the meme is to create a connection between the virus and the products made in China, potentially to suggest that the virus was created in China.
[Q7]: Non-harmful."," The meme contains a cartoon of Mickey Mouse and a caption that says ""products made in China"" and ""virus made in China"".", The text and image are related in that they are both discussing the origin of the virus and the products made in China.," No, the meme is not a stitching image."," No, the meme does not use any of the listed propaganda techniques."," No, the meme does not use any of the listed propaganda techniques."," The intended impact of the meme is to create a connection between the virus and the products made in China, potentially to suggest that the virus was created in China.", Non-harmful.,0,0
covid_memes_287.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_287.png,"[Q1]: Memes were born the same time human culture was.
[Q2]: The image is a stitching of two images, one of a man and one of a computer. The text is a caption that says ""What if I told you memes were born the same time human culture was.""
[Q3]: Yes
[Q4]: Potentially malicious
[Q5]: Loaded language, exaggeration/minimization, slogans, appeal to authority, thought-terminating cliches, repetition, obfuscation, intentional vagueness, confusion
[Q6]: The intended impact of memes is to spread information and entertainment, but they can also be used to spread misinformation and propaganda.
[Q7]: Harmful", Memes were born the same time human culture was.," The image is a stitching of two images, one of a man and one of a computer. The text is a caption that says ""What if I told you memes were born the same time human culture was.""", Yes, Potentially malicious," Loaded language, exaggeration/minimization, slogans, appeal to authority, thought-terminating cliches, repetition, obfuscation, intentional vagueness, confusion"," The intended impact of memes is to spread information and entertainment, but they can also be used to spread misinformation and propaganda.", Harmful,1,0
covid_memes_293.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_293.png,"[Q1]: The meme contains a picture of a woman with the words ""What is Coronavirus?"" and a sign that says ""What is the symptoms?""
[Q2]: The image is a stitching of two pictures, one of a woman and one of a sign. The text is asking about the symptoms of Coronavirus.
[Q3]: Yes
[Q4]: Potentially malicious
[Q5]: The meme uses loaded language and exaggeration/minimization to create fear and uncertainty about the virus.
[Q6]: The intended impact of the meme is to create fear and uncertainty about the virus, potentially leading to panic and harm to individuals, organizations, communities, or societies.
[Q7]: Harmful"," The meme contains a picture of a woman with the words ""What is Coronavirus?"" and a sign that says ""What is the symptoms?"""," The image is a stitching of two pictures, one of a woman and one of a sign. The text is asking about the symptoms of Coronavirus.", Yes, Potentially malicious, The meme uses loaded language and exaggeration/minimization to create fear and uncertainty about the virus.," The intended impact of the meme is to create fear and uncertainty about the virus, potentially leading to panic and harm to individuals, organizations, communities, or societies.", Harmful,1,0
